736745662629351424	2016-05-29 02:27:08	We'll be at @NWFolklife only until tomorrow! Don't forget to stop by our booth! #myfolklife https://t.co/mkdRKg6Z4c	5	2	myfolklife,	1	767	2	
736721451886092289	2016-05-29 00:50:56	Not able to check out our booth? #Keepintouch with nature online: https://t.co/cWB2GVUX5r #myfolklife https://t.co/Zwhmw6BHU2	2	0	Keepintouch,myfolklife,	2	0	0	
736703222249754624	2016-05-28 23:38:30	By 2050, 70% of the world’s pop. will live in cities. Learn about our work at @NWFolklife! https://t.co/aFO3TTVS82 https://t.co/myE3cogdP0	2	2		0	2606	2	
736691112845279232	2016-05-28 22:50:23	Nothing like having live music in the background while we talk about keeping our state beautiful! #myfolklife https://t.co/KBJh4N09by	5	1	myfolklife,	1	2134	1	
736682555823398912	2016-05-28 22:16:22	The sun is teasing us, but we are having fun at @NWFolklife Festival! #myfolklife https://t.co/DSdof3DXuH	5	1	myfolklife,	1	33	1	
736669052387495938	2016-05-28 21:22:43	ICYMI: Headed to the #Sanjuans? Visit our #YellowIsland, wildflowers are still blooming! https://t.co/sIQ4NJeZ3O https://t.co/fkKMigNLTK	1	0	Sanjuans,YellowIsland,	2	0	0	
736651103060643840	2016-05-28 20:11:23	We've made staying connected easy! 10 Ways to #KeepinTouch with nature: https://t.co/cWB2GVUX5r https://t.co/3LnQkL4qYv	0	1	KeepinTouch,	1	40	1	
736618066386124800	2016-05-28 18:00:07	"Nature is not a place to visit. It is home." //Gary Snyder https://t.co/cWB2GVUX5r #KeepinTouch https://t.co/Etx9VRFXFQ	4	2	KeepinTouch,	1	1699	2	
736617104548364288	2016-05-28 17:56:18	@NWFolklife Thanks for having us!	0	0		0	0	0	
736602994712580097	2016-05-28 17:00:14	#DYK We'll be at @NWFolklife Festival all weekend! Follow along &amp; stop by! #myfolklife https://t.co/Yn957pY5qa	7	2	DYK,myfolklife,	2	2263	2	
736346710247542784	2016-05-28 00:01:51	Thanks to those who have stopped by! Loving people watching &amp; listening to all of the awesome music! #myfolklife https://t.co/jGWmAtkMIQ	2	0	myfolklife,	1	0	0	
736332707639099392	2016-05-27 23:06:12	Someone visited our @NWFolklife booth &amp; forgot their bottle! Come back, we'll have it until Sunday! #myfolklife https://t.co/NvKUZkL2ov	0	0	myfolklife,	1	0	0	
736294666690125824	2016-05-27 20:35:02	Looking for our booth at @NWFolklife? Here's a map: #myfolklife https://t.co/pTrgu8y7G9	2	0	myfolklife,	1	0	0	
736279565568376832	2016-05-27 19:35:02	Our enthusiastic Volunteer Coordinator wants company! She's got prizes &amp; funny crowns! @NWFolklife #myfolklife https://t.co/4tu7EpuPyX	5	0	myfolklife,	1	0	0	
736265586896822272	2016-05-27 18:39:29	Long-time volunteer Sharon is here to greet you at @NWFolklife, it's sunny, w/ good food &amp; music! #myfolklife https://t.co/EXFttnu5TD	2	0	myfolklife,	1	0	0	
736248115016011776	2016-05-27 17:30:04	We're getting ready to share the love of nature at @NWFolklife Festival! Follow along &amp; stop by! #myfolklife https://t.co/S597tNeJ81	6	0	myfolklife,	1	0	0	
736237009744732161	2016-05-27 16:45:56	RT @JessieInSeattle: Thank you Boeing for your support of Puget Sound land, waters and people! #BoeingPartner @Conserve_WA https://t.co/6EO…	0	1	BoeingPartner,	1	0	0	
736236941566345223	2016-05-27 16:45:40	RT @Longlivekings: #BoeingPartner celebrating 100 years @Boeing with @Conserve_WA, @WSUPuyallupREC, @StewardshipP solving #stormwater https…	0	1	BoeingPartner,stormwater,	2	0	0	
736029459564761088	2016-05-27 03:01:12	Making calls to everyone who donated on #GiveBIG! We are thankful for your support! #KeepinTouch https://t.co/fJAv6IKxdk	6	2	GiveBIG,KeepinTouch,	2	7679	2	
736020858016129025	2016-05-27 02:27:01	RT @stevens_nature: Thanks to @Boeing for your leadership support of @Conserve_WA and our partners working to reimagine cities and clean wa…	0	1	BoeingPartner,	1	0	0	
735970022711910400	2016-05-26 23:05:01	Weekend Challenge: Use the bus to get to your hike! https://t.co/yFL9ZboA41 @turnofftheapp https://t.co/mgBVJfPBEb	2	1		0	326	1	
735954922563342336	2016-05-26 22:05:01	Stay connected w/ nature, online &amp; outdoors. Sign up for updates: https://t.co/cWB2GWcyu1  #KeepInTouch https://t.co/4Fj9POVXkV	0	0	KeepInTouch,	1	0	0	
735939845646753792	2016-05-26 21:05:06	We'll be at the @NWFolklife Festival this weekend! Stop by our booth! https://t.co/7kgc4k1Jwu	4	2		0	9906	2	
735924728783765505	2016-05-26 20:05:02	"Everyone must take time to sit and watch the leaves turn." // Elizabeth Lawrence #KeepinTouch https://t.co/vFBSq74hcf	5	3	KeepinTouch,	1	1864	3	
735909626688872448	2016-05-26 19:05:02	Weekend Idea: Visit our gem of the #SanJuans, wildflowers are still blooming! https://t.co/sIQ4NJeZ3O #YellowIsland https://t.co/nxfMU0bozm	5	5	SanJuans,YellowIsland,	2	3994	5	
735886976155410433	2016-05-26 17:35:01	Don't let May go by w/out watching this incredible timelapse of #MtStHelens: https://t.co/uWc8pcm4yS @PNW_WAnderer_ https://t.co/nPjJiLhgx9	0	0	MtStHelens,	1	0	0	
735871265102135296	2016-05-26 16:32:36	The weekend is almost here! We've got 10 great ideas to help you #keepintouch w/ nature: https://t.co/cWB2GVUX5r https://t.co/fPe2fkO7Jr	1	0	keepintouch,	1	0	0	
735846576925466624	2016-05-26 14:54:29	@brockrumer We are too! There is a pea patch next door. It could be from there.	0	0		0	0	0	
735622732927270912	2016-05-26 00:05:01	"The stars are like trees in the forest, alive &amp; breathing. They’re watching me.” // Haruki Murakami #KeepinTouch https://t.co/ZfJfr5obFL	13	2	KeepinTouch,	1	9	1	
735607636855394304	2016-05-25 23:05:02	Don't let nature feel too far. Learn how you can #KeepinTouch with nature: https://t.co/cWB2GVUX5r https://t.co/VsK0rwgc9E	2	0	KeepinTouch,	1	0	0	
735592534240419840	2016-05-25 22:05:01	Got nature on your mind? Follow us on @Instagram for ideas on where to go: https://t.co/cWB2GVUX5r #KeepinTouch https://t.co/cC9Lq0OYtk	1	0	KeepinTouch,	1	0	0	
735577440446078977	2016-05-25 21:05:02	Volunteering is a great way to #KeepinTouch w/ nature. Make a difference: https://t.co/cWB2GVUX5r https://t.co/3TUzhAa06v	0	1	KeepinTouch,	1	60	1	
735561465151823872	2016-05-25 20:01:34	We've made staying connected easy! 10 Ways to #KeepinTouch with nature: https://t.co/cWB2GWcyu1 https://t.co/qlifNc3rty	2	1	KeepinTouch,	1	5466	1	
735521388862296064	2016-05-25 17:22:19	RT @NNRGforests: Exciting new tech from @Conserve_WA and @WAStatePks helps make thinning smarter! https://t.co/IZRXhbQsqo https://t.co/fQs5…	0	2		0	0	0	
735240218052153345	2016-05-24 22:45:02	Did you know we're on @YouTube? #KeepinTouch regularly for new uploads! Subscribe today: https://t.co/gbNYCx0xM9 https://t.co/UJFiVvkQRO	2	0	KeepinTouch,	1	0	0	
735225114447335424	2016-05-24 21:45:01	In our state, the beauty continues even long into the night. WATCH: https://t.co/uWc8pcm4yS #KeepinTouch https://t.co/yqLsWwEqXf	1	0	KeepinTouch,	1	0	0	
735210016878141444	2016-05-24 20:45:02	ICYMI: At our gem of the #SanJuans, the wildflowers are still blooming! https://t.co/sIQ4NJeZ3O  #YellowIsland https://t.co/bFTzX5K53B	1	0	SanJuans,YellowIsland,	2	0	0	
735197528157769728	2016-05-24 19:55:24	RT @nature_org: Less concrete, more trees. Investing in nature can help America's infrastructure problem. https://t.co/ABJTOb2TVD https://t…	0	252		0	0	0	
735194916859432960	2016-05-24 19:45:02	This weekend, go #CarFree. Check out ways to connect w/ nature w/ out a car! https://t.co/yFL9ZboA41 @turnofftheapp https://t.co/E03qg7Sxqp	0	0	CarFree,	1	0	0	
735179816811532289	2016-05-24 18:45:01	#KeepInTouch w/ nature everyday through your career. We are hiring https://t.co/4PeKNp5kLq https://t.co/OiOZ6Kvsv7	0	0	KeepInTouch,	1	0	0	
735164719900688386	2016-05-24 17:45:02	"My soul can find no staircase to Heaven unless it be through Earth's loveliness." // Michelangelo https://t.co/ft9uHjvaj2	3	0		0	0	0	
735146149053632512	2016-05-24 16:31:14	RT @Interior: All we can say is WOW! @MountRainierNPS by Howard Snyder #Washington https://t.co/OUiNMlpp7d	0	931	Washington,	1	0	0	
735137152414060545	2016-05-24 15:55:29	RT @NatCapProject: TNC Washington has 30 projects, restoring nature- like floodplains- that also reduce risks to communities  https://t.co/…	0	2		0	0	0	
734892924870098944	2016-05-23 23:45:01	Check out our blog for great stories from the field &amp; learn how we #KeepInTouch w/ nature! https://t.co/hfh9PJhraO https://t.co/cbaR9UYLei	2	2	KeepInTouch,	1	285	2	
734878076341866496	2016-05-23 22:46:01	ICYMI: We're sharing globally how healthy #floodplains benefit people, nature &amp; fish! https://t.co/J2kk1dO2vY https://t.co/MNLmuHxzO2	4	2	floodplains,	1	156	2	
734862727881986052	2016-05-23 21:45:02	ICYMI: Innovative fishermen are taking fishing to the next level &amp; helping fish thrive: https://t.co/RiNLtkbpYP https://t.co/dzZXhdWfBc	1	2		0	679	2	
734847629113229312	2016-05-23 20:45:02	Thanks @HerreraBeutler for your leadership on funding for wildfire disasters! https://t.co/TqJ2xMkLmp #WDFA https://t.co/F9Vm7JsYQT	0	0	WDFA,	1	0	0	
734832548388298752	2016-05-23 19:45:06	In our gem of the #SanJuans, the wildflowers are still blooming! https://t.co/sIQ4NJeZ3O #YellowIsland https://t.co/vIkJB3YVvw	1	0	SanJuans,YellowIsland,	2	0	0	
734817437300842496	2016-05-23 18:45:03	We're helping bring foresters together to see a new way for forest restoration: https://t.co/hJvJcG0K4S https://t.co/nxSV5VPteG	9	9		0	2457	9	
